,Y,Yhat,confidence
7625,785,785,0.9997
7626,785,785,0.5443
7627,785,785,0.9934
7628,785,785,0.9951
7629,785,785,0.9941
7630,786,526,0.8378
7631,786,786,1.0
7632,786,786,1.0
7633,786,786,0.8861
7634,786,786,1.0
7635,786,786,0.9993
7636,786,512,0.838
7637,786,786,0.7013
7638,786,786,0.9928
7639,786,786,0.8103
7640,787,787,0.9502
7641,787,682,0.7501
7642,787,787,0.5903
7643,787,787,0.9114
7644,787,787,0.6291
7645,787,787,0.5908
7646,787,781,0.2215
7647,787,787,0.4045
7648,787,778,0.3319
7649,787,787,0.9681
7650,788,791,0.8319
7651,788,630,0.6631
7652,788,788,0.8522
7653,788,788,0.984
7654,788,788,0.9995
7655,788,788,1.0
7656,788,788,0.2075
7657,788,788,0.8018
7658,788,774,0.4746
7659,788,788,0.9586
7660,789,789,0.84
7661,789,789,0.9611
7662,789,789,0.9855
7663,789,789,0.9765
7664,789,789,0.2911
7665,789,789,0.9992
7666,789,789,0.9649
7667,789,799,0.8148
7668,789,789,0.9968
7669,789,789,0.9973
7670,79,79,0.9786
7671,79,79,0.9999
7672,79,79,0.9999
7673,79,79,0.9902
7674,79,79,1.0
7675,79,79,0.964
7676,79,772,0.9533
7677,79,79,0.9349
7678,79,79,0.997
7679,79,79,0.9516
7680,790,748,0.4764
7681,790,790,0.4299
7682,790,568,0.6852
7683,790,236,0.4193
7684,790,588,0.2031
7685,790,870,0.9611
7686,790,588,0.7133
7687,790,463,0.4946
7688,790,453,0.6027
7689,790,790,0.5697
7690,791,791,0.9944
7691,791,791,0.9961
7692,791,791,0.9695
7693,791,791,0.9938
7694,791,790,0.9641
7695,791,743,0.6001
7696,791,791,0.9924
7697,791,791,0.9981
7698,791,703,0.5752
7699,791,791,0.9925
7700,792,792,0.3927
7701,792,792,0.6183
7702,792,807,0.1573
7703,792,772,0.136
7704,792,792,0.9913
7705,792,792,0.8174
7706,792,792,0.9869
7707,792,733,0.3499
7708,792,830,0.5149
7709,792,792,0.7449
7710,793,793,0.9982
7711,793,793,0.9995
7712,793,793,0.9998
7713,793,793,1.0
7714,793,793,0.9919
7715,793,999,0.5119
7716,793,793,0.9626
7717,793,433,0.7205
7718,793,793,0.9999
7719,793,671,0.1817
7720,794,794,0.6266
7721,794,794,0.7244
7722,794,794,0.5913
7723,794,794,0.9936
7724,794,794,0.7303
7725,794,610,0.1808
7726,794,794,0.2789
7727,794,794,0.5387
7728,794,435,0.5093
7729,794,794,0.5199
7730,795,795,0.9943
7731,795,795,0.7758
7732,795,795,0.9157
7733,795,795,0.9637
7734,795,795,0.9927
7735,795,792,0.2926
7736,795,795,0.996
7737,795,795,0.9705
7738,795,795,0.965
7739,795,795,0.9696
7740,796,796,0.9626
7741,796,433,0.0993
7742,796,796,0.9732
7743,796,796,0.968
7744,796,750,0.7802
7745,796,796,0.9987
7746,796,796,0.9999
7747,796,796,0.9213
7748,796,796,0.9992
7749,796,615,0.525
7750,797,797,0.8675
7751,797,797,0.9641
7752,797,882,0.3809
7753,797,775,0.3734
7754,797,797,0.9843
7755,797,797,0.4582
7756,797,721,0.7934
7757,797,797,0.7027
7758,797,797,0.9905
7759,797,496,0.3198
7760,798,798,0.7703
7761,798,798,1.0
7762,798,798,0.986
7763,798,798,0.9999
7764,798,798,0.9986
7765,798,798,0.9887
7766,798,798,0.8993
7767,798,798,0.9554
7768,798,798,0.999
7769,798,798,0.9977
7770,799,799,0.2726
7771,799,799,0.6676
7772,799,799,0.9578
7773,799,580,0.3691
7774,799,654,0.8158
7775,799,799,0.9326
7776,799,904,0.9121
7777,799,799,0.6676
7778,799,853,0.6721
7779,799,799,0.9973
7780,8,8,0.9757
7781,8,8,0.9966
7782,8,8,0.937
7783,8,8,0.9922
7784,8,8,0.9924
7785,8,8,0.6188
7786,8,8,0.9333
7787,8,8,0.992
7788,8,137,0.4422
7789,8,7,0.5637
7790,80,81,0.9304
7791,80,80,0.9994
7792,80,18,0.527
7793,80,537,0.9284
7794,80,80,0.9895
7795,80,83,0.9878
7796,80,83,0.5631
7797,80,80,0.9998
7798,80,81,0.4473
7799,80,85,0.3483
7800,800,800,0.6974
7801,800,800,0.9998
7802,800,800,0.3827
7803,800,788,0.507
7804,800,800,0.9997
7805,800,800,1.0
7806,800,846,0.1274
7807,800,800,1.0
7808,800,800,0.9936
7809,800,800,1.0
7810,801,836,0.7396
7811,801,801,0.8802
7812,801,801,0.8886
7813,801,6,0.7086
7814,801,796,0.4613
7815,801,836,0.8583
7816,801,801,0.7129
7817,801,801,0.9409
7818,801,801,0.9713
7819,801,801,0.7765
7820,802,802,0.923
7821,802,802,0.9037
7822,802,802,0.8356
7823,802,802,0.6453
7824,802,802,0.9704
7825,802,537,0.9535
7826,802,802,0.9079
7827,802,802,0.9981
7828,802,575,0.6166
7829,802,802,0.9855
7830,803,803,0.7358
7831,803,803,0.9998
7832,803,803,0.9969
7833,803,803,0.9984
7834,803,803,0.9982
7835,803,803,0.778
7836,803,803,0.9997
7837,803,803,0.9887
7838,803,803,0.9994
7839,803,803,0.9366
7840,804,827,0.4862
7841,804,804,0.8092
7842,804,804,0.6583
7843,804,773,0.5047
7844,804,896,0.5345
7845,804,804,0.8024
7846,804,804,0.996
7847,804,804,0.5047
7848,804,804,1.0
7849,804,804,0.968
7850,805,768,0.5724
7851,805,805,0.9991
7852,805,805,0.8028
7853,805,805,1.0
7854,805,805,0.9999
7855,805,768,0.9739
7856,805,768,0.9312
7857,805,768,0.5476
7858,805,805,0.8155
7859,805,201,0.5991
7860,806,842,0.2134
7861,806,806,0.9589
7862,806,806,0.9998
7863,806,906,0.4217
7864,806,697,0.109
7865,806,850,0.2444
7866,806,806,0.9992
7867,806,790,0.791
7868,806,806,0.816
7869,806,806,0.7958
7870,807,807,0.9999
7871,807,807,0.9941
7872,807,755,0.7556
7873,807,807,0.9994
7874,807,758,0.0832
7875,807,807,0.9539
7876,807,716,0.8511
7877,807,807,0.9977
7878,807,449,0.3458
7879,807,807,0.9649
7880,808,515,0.47
7881,808,808,0.6414
7882,808,515,0.692
7883,808,808,1.0
7884,808,837,0.4786
7885,808,879,0.9358
7886,808,808,0.9968
7887,808,808,0.7014
7888,808,808,0.9981
7889,808,515,0.1403
7890,809,809,0.5974
7891,809,845,0.2893
7892,809,809,0.6915
7893,809,959,0.4861
7894,809,809,0.5967
7895,809,809,0.6036
7896,809,960,0.4008
7897,809,618,0.4624
7898,809,923,0.286
7899,809,925,0.4964
7900,81,81,0.7164
7901,81,81,0.9285
7902,81,81,0.958
7903,81,81,0.999
7904,81,81,0.7944
7905,81,81,0.729
7906,81,81,0.9945
7907,81,825,0.2514
7908,81,330,0.7515
7909,81,81,0.9946
7910,810,673,0.4265
7911,810,810,0.6383
7912,810,810,0.4297
7913,810,810,0.5134
7914,810,790,0.2725
7915,810,508,0.4425
7916,810,527,0.4494
7917,810,810,0.3823
7918,810,620,0.4611
7919,810,878,0.6591
7920,811,581,0.4145
7921,811,778,0.4754
7922,811,882,0.586
7923,811,811,0.9906
7924,811,599,0.7672
7925,811,662,0.5795
7926,811,811,0.998
7927,811,581,0.5382
7928,811,789,0.9635
7929,811,811,0.7833
7930,812,812,1.0
7931,812,812,0.9753
7932,812,812,1.0
7933,812,812,0.9998
7934,812,812,0.5887
7935,812,812,0.9944
7936,812,812,0.9412
7937,812,812,1.0
7938,812,812,1.0
7939,812,812,0.9939
7940,813,813,0.8444
7941,813,909,0.3384
7942,813,787,0.2839
7943,813,499,0.7935
7944,813,813,0.9535
7945,813,696,0.1908
7946,813,909,0.4694
7947,813,813,0.9979
7948,813,813,0.479
7949,813,737,0.3428
7950,814,625,0.6213
7951,814,814,0.8234
7952,814,814,0.898
7953,814,814,0.9979
7954,814,871,0.555
7955,814,814,0.9999
7956,814,814,0.2672
7957,814,978,0.4023
7958,814,814,0.8014
7959,814,814,0.96
7960,815,815,0.5352
7961,815,988,0.3924
7962,815,815,0.6065
7963,815,815,0.9436
7964,815,815,0.763
7965,815,815,0.3447
7966,815,815,0.9969
7967,815,815,0.9683
7968,815,815,0.9853
7969,815,815,0.9724
7970,816,816,0.4788
7971,816,816,1.0
7972,816,816,0.9002
7973,816,816,0.9996
7974,816,816,1.0
7975,816,816,0.9997
7976,816,816,0.9716
7977,816,816,0.9664
7978,816,816,0.9977
7979,816,816,1.0
7980,817,817,0.7397
7981,817,817,0.9055
7982,817,751,0.6503
7983,817,751,0.8054
7984,817,817,0.6565
7985,817,817,0.8449
7986,817,511,0.9509
7987,817,817,0.9568
7988,817,751,0.747
7989,817,817,0.9723
7990,818,818,0.8969
7991,818,819,0.7593
7992,818,743,0.4965
7993,818,920,0.6125
7994,818,433,0.2792
7995,818,888,0.4301
7996,818,562,0.6746
7997,818,619,0.5604
7998,818,818,0.9325
7999,818,708,0.1562
8000,819,819,0.838
8001,819,618,0.3249
8002,819,819,0.8598
8003,819,819,0.7985
8004,819,655,0.3705
8005,819,819,0.9852
8006,819,819,0.6389
8007,819,650,0.83
8008,819,887,0.5714
8009,819,819,0.998
8010,82,82,0.8818
8011,82,82,0.5386
8012,82,82,0.4541
8013,82,80,0.2732
8014,82,81,0.7736
8015,82,82,0.8264
8016,82,82,0.9783
8017,82,81,0.926
8018,82,82,0.972
8019,82,82,0.5208
8020,820,820,0.9799
8021,820,820,0.769
8022,820,820,0.9344
8023,820,820,0.9932
8024,820,820,0.9979
8025,820,820,0.9998
8026,820,820,0.9998
8027,820,975,0.2684
8028,820,733,0.5134
8029,820,820,0.9714
8030,821,821,0.974
8031,821,821,0.7044
8032,821,839,0.4037
8033,821,821,0.8086
8034,821,821,0.9906
8035,821,821,0.9369
8036,821,718,0.78
8037,821,821,0.97
8038,821,821,0.8692
8039,821,821,0.6702
8040,822,634,0.287
8041,822,822,1.0
8042,822,822,0.9988
8043,822,819,0.4991
8044,822,822,0.9964
8045,822,822,0.9636
8046,822,822,0.9999
8047,822,819,0.9767
8048,822,822,1.0
8049,822,822,0.9972
8050,823,823,0.964
8051,823,823,0.9961
8052,823,617,0.9619
8053,823,617,0.9238
8054,823,823,1.0
8055,823,692,0.443
8056,823,823,1.0
8057,823,617,0.9897
8058,823,823,0.9991
8059,823,617,0.8105
8060,824,691,0.3987
8061,824,869,0.675
8062,824,824,0.3506
8063,824,824,0.9799
8064,824,824,0.3326
8065,824,570,0.2046
8066,824,834,0.4342
8067,824,883,0.8091
8068,824,911,0.6146
8069,824,911,0.3398
8070,825,708,0.5996
8071,825,706,0.4652
8072,825,829,0.6688
8073,825,616,0.2023
8074,825,825,0.2884
8075,825,884,0.299
8076,825,825,0.785
8077,825,825,0.9848
8078,825,845,0.2606
8079,825,562,0.9331
8080,826,826,0.9768
8081,826,635,0.5352
8082,826,826,0.9999
8083,826,826,0.9948
8084,826,826,0.9737
8085,826,531,0.9654
8086,826,823,0.4879
8087,826,826,0.9999
8088,826,826,0.9952
8089,826,826,0.9931
8090,827,872,0.2098
8091,827,827,0.7032
8092,827,849,0.6638
8093,827,534,0.5659
8094,827,766,0.6227
8095,827,653,0.9865
8096,827,896,0.6411
8097,827,827,0.5536
8098,827,463,0.3456
8099,827,845,0.3238
8100,828,951,0.1534
8101,828,828,0.9881
8102,828,828,0.79
8103,828,650,0.8019
8104,828,921,0.1881
8105,828,931,0.2109
8106,828,828,0.9944
8107,828,828,0.9981
8108,828,828,0.9993
8109,828,618,0.2488
8110,829,705,0.4695
8111,829,829,0.9984
8112,829,829,0.9539
8113,829,829,0.7336
8114,829,829,0.4271
8115,829,829,0.985
8116,829,920,0.5596
8117,829,829,0.6755
8118,829,829,0.9773
8119,829,829,0.7499
8120,83,83,0.9519
8121,83,80,0.5725
8122,83,83,0.9986
8123,83,83,0.9968
8124,83,83,0.9777
8125,83,83,0.9997
8126,83,83,0.9998
8127,83,83,0.9901
8128,83,83,0.9723
8129,83,21,0.2322
8130,830,830,0.6081
8131,830,797,0.9344
8132,830,830,0.8296
8133,830,830,0.7989
8134,830,491,0.5043
8135,830,795,0.6196
8136,830,830,0.9857
8137,830,602,0.3719
8138,830,830,0.9968
8139,830,830,0.7725
8140,831,831,0.5091
8141,831,831,0.4507
8142,831,831,0.8815
8143,831,831,0.366
8144,831,831,0.6142
8145,831,831,0.8749
8146,831,831,0.9231
8147,831,638,0.2411
8148,831,857,0.4143
8149,831,811,0.1387
8150,832,832,0.9992
8151,832,832,0.9985
8152,832,832,0.9963
8153,832,832,0.9996
8154,832,832,0.9984
8155,832,663,0.437
8156,832,832,0.9997
8157,832,832,0.9896
8158,832,832,0.989
8159,832,832,0.6895
8160,833,833,0.7356
8161,833,833,0.7859
8162,833,833,0.9785
8163,833,833,0.8477
8164,833,913,0.8052
8165,833,833,1.0
8166,833,833,0.9995
8167,833,536,0.5298
8168,833,554,0.2914
8169,833,833,0.7758
8170,834,819,0.1676
8171,834,834,0.682
8172,834,819,0.3318
8173,834,834,0.5152
8174,834,457,0.9686
8175,834,834,0.4721
8176,834,869,0.185
8177,834,834,0.9939
8178,834,819,0.9402
8179,834,523,0.121
8180,835,353,0.1711
8181,835,835,0.9986
8182,835,835,0.9888
8183,835,835,1.0
8184,835,835,0.9991
8185,835,835,0.9543
8186,835,835,1.0
8187,835,835,0.6727
8188,835,835,0.9954
8189,835,409,0.5526
8190,836,983,0.9574
8191,836,836,0.7666
8192,836,836,0.6229
8193,836,836,0.7578
8194,836,836,0.5867
8195,836,836,0.6275
8196,836,836,0.4608
8197,836,837,0.6833
8198,836,435,0.4675
8199,836,837,0.625
8200,837,978,0.1758
8201,837,474,0.3748
8202,837,836,0.4992
8203,837,515,0.1458
8204,837,747,0.6412
8205,837,468,0.2743
8206,837,523,0.1675
8207,837,837,0.8078
8208,837,391,0.0771
8209,837,837,0.5477
8210,838,876,0.2233
8211,838,929,0.5527
8212,838,838,0.7062
8213,838,838,0.6235
8214,838,631,0.468
8215,838,838,0.9624
8216,838,631,0.619
8217,838,631,0.9573
8218,838,559,0.1768
8219,838,838,0.5629
8220,839,489,0.7972
8221,839,839,0.7302
8222,839,839,0.9411
8223,839,839,0.9999
8224,839,839,0.8231
8225,839,839,0.2226
8226,839,839,0.8737
8227,839,718,0.5021
8228,839,839,0.9998
8229,839,900,0.7952
8230,84,84,0.8682
8231,84,84,0.9918
8232,84,84,0.8745
8233,84,470,0.7563
8234,84,84,0.9998
8235,84,84,0.9389
8236,84,84,0.3185
8237,84,84,1.0
8238,84,84,0.9999
8239,84,84,0.8716
8240,840,421,0.9346
8241,840,228,0.6582
8242,840,840,0.968
8243,840,462,0.891
8244,840,840,0.9932
8245,840,792,0.5278
8246,840,840,0.2761
8247,840,999,0.5441
8248,840,840,0.9966
8249,840,909,0.1745
8250,841,447,0.0919
8251,841,843,0.0619
8252,841,841,0.45
8253,841,402,0.9295
8254,841,841,0.6059
8255,841,841,0.6802
8256,841,416,0.1429
8257,841,534,0.4486
8258,841,841,0.4296
8259,841,841,0.5098
8260,842,842,0.3255
8261,842,433,0.8243
8262,842,842,0.2583
8263,842,842,0.937
8264,842,515,0.1999
8265,842,819,0.2238
8266,842,842,0.8781
8267,842,749,0.1849
8268,842,842,0.9922
8269,842,890,0.4787
8270,843,843,0.9994
8271,843,765,0.84
8272,843,843,0.6834
8273,843,843,1.0
8274,843,660,0.5537
8275,843,843,0.9991
8276,843,843,0.9166
8277,843,476,0.9807
8278,843,602,0.9104
8279,843,843,0.9642
8280,844,695,0.4866
8281,844,844,0.9999
8282,844,771,0.1677
8283,844,784,0.3541
8284,844,844,0.6511
8285,844,844,0.9966
8286,844,844,0.9647
8287,844,771,0.295
8288,844,844,0.9854
8289,844,695,0.6477
8290,845,845,0.9857
8291,845,563,0.701
8292,845,845,0.8765
8293,845,709,0.3279
8294,845,916,0.8114
8295,845,812,0.4277
8296,845,823,0.4605
8297,845,784,0.2398
8298,845,512,0.2864
8299,845,845,1.0
8300,846,494,0.2394
8301,846,846,0.8827
8302,846,894,0.5199
8303,846,846,0.7008
8304,846,571,0.7762
8305,846,532,0.8558
8306,846,532,0.8001
8307,846,846,0.7198
8308,846,619,0.8847
8309,846,840,0.8999
8310,847,847,0.9976
8311,847,586,0.938
8312,847,847,0.9997
8313,847,406,0.0866
8314,847,847,0.8785
8315,847,408,0.4546
8316,847,847,0.6312
8317,847,847,0.8608
8318,847,586,0.9012
8319,847,847,0.9894
8320,848,435,0.4181
8321,848,485,0.3148
8322,848,848,0.5874
8323,848,481,0.3232
8324,848,848,0.4597
8325,848,485,0.4894
8326,848,481,0.3116
8327,848,413,0.3059
8328,848,482,0.5837
8329,848,848,0.3257
8330,849,920,0.6615
8331,849,849,0.5115
8332,849,849,0.8727
8333,849,849,0.4487
8334,849,849,0.8925
8335,849,849,0.9964
8336,849,666,0.1038
8337,849,849,0.9904
8338,849,849,0.7897
8339,849,855,0.9575
8340,85,85,0.7018
8341,85,81,0.9916
8342,85,85,0.9994
8343,85,85,0.9971
8344,85,82,0.1384
8345,85,86,0.5545
8346,85,85,0.8524
8347,85,85,0.9936
8348,85,85,0.9971
8349,85,85,0.9471
8350,850,850,0.7152
8351,850,850,0.4422
8352,850,850,0.7484
8353,850,680,0.4499
8354,850,760,0.9941
8355,850,850,0.8148
8356,850,515,0.7976
8357,850,949,0.5751
8358,850,850,0.227
8359,850,865,0.7129
8360,851,851,0.8926
8361,851,851,0.26
8362,851,664,0.444
8363,851,550,0.2171
8364,851,564,0.4205
8365,851,548,0.3347
8366,851,476,0.5091
8367,851,778,0.2353
8368,851,851,0.6333
8369,851,851,0.6071
8370,852,489,0.8359
8371,852,752,0.9926
8372,852,852,0.8485
8373,852,522,0.5034
8374,852,752,0.9863
8375,852,752,0.9855
8376,852,852,0.9989
8377,852,752,0.9937
8378,852,852,0.7345
8379,852,752,0.9837
8380,853,853,1.0
8381,853,853,0.5856
8382,853,853,1.0
8383,853,853,0.9999
8384,853,588,0.8686
8385,853,853,0.796
8386,853,853,0.4972
8387,853,646,0.3197
8388,853,139,0.8687
8389,853,853,0.9998
8390,854,854,0.9871
8391,854,854,0.9926
8392,854,498,0.8547
8393,854,854,0.9984
8394,854,854,0.9798
8395,854,406,0.8418
8396,854,854,0.9998
8397,854,854,0.9468
8398,854,498,0.6212
8399,854,854,0.9862
8400,855,855,0.9981
8401,855,591,0.2404
8402,855,572,0.1594
8403,855,855,0.4332
8404,855,855,1.0
8405,855,615,0.501
8406,855,855,0.9999
8407,855,855,0.9175
8408,855,855,1.0
8409,855,947,0.8424
8410,856,856,0.5484
8411,856,856,0.551
8412,856,856,0.9887
8413,856,856,0.8692
8414,856,866,0.1428
8415,856,595,0.9887
8416,856,856,0.976
8417,856,856,0.8972
8418,856,856,0.5386
8419,856,856,0.6006
8420,857,765,0.8463
8421,857,716,0.9639
8422,857,857,0.4996
8423,857,857,0.6597
8424,857,857,0.8264
8425,857,857,0.9574
8426,857,857,1.0
8427,857,172,0.4967
8428,857,857,0.9427
8429,857,698,0.6019
8430,858,858,0.9863
8431,858,497,0.8721
8432,858,425,0.9627
8433,858,425,0.2541
8434,858,517,0.7734
8435,858,858,1.0
8436,858,858,0.3997
8437,858,449,0.3039
8438,858,858,0.593
8439,858,858,0.5114
8440,859,859,1.0
8441,859,760,0.5402
8442,859,415,0.58
8443,859,482,0.6537
8444,859,766,0.9995
8445,859,859,0.9925
8446,859,478,0.2464
8447,859,700,0.9237
8448,859,766,0.9567
8449,859,766,0.9979
8450,86,86,0.8071
8451,86,86,0.8889
8452,86,21,0.5124
8453,86,86,0.7632
8454,86,86,0.6788
8455,86,86,0.7228
8456,86,86,0.7689
8457,86,86,0.842
8458,86,86,0.7241
8459,86,9,0.3856
8460,860,860,0.9135
8461,860,762,0.3986
8462,860,860,0.6812
8463,860,860,0.8419
8464,860,860,0.8119
8465,860,860,0.9723
8466,860,454,0.6482
8467,860,509,0.4942
8468,860,860,0.4943
8469,860,860,0.7358
8470,861,861,0.8935
8471,861,731,0.7905
8472,861,896,0.4207
8473,861,861,0.8311
8474,861,495,0.8567
8475,861,861,0.2298
8476,861,968,0.4232
8477,861,896,0.9467
8478,861,896,0.85
8479,861,813,0.3167
8480,862,862,0.6355
8481,862,862,0.9037
8482,862,862,1.0
8483,862,469,0.2011
8484,862,862,0.9377
8485,862,862,0.4442
8486,862,862,1.0
8487,862,862,0.9999
8488,862,645,0.6923
8489,862,862,0.9931
8490,863,863,0.9855
8491,863,863,0.9226
8492,863,863,0.9949
8493,863,863,0.8666
8494,863,863,0.9897
8495,863,863,0.9976
8496,863,863,0.9961
8497,863,863,0.9955
8498,863,863,0.9952
8499,863,863,0.9999
8500,864,407,0.4939
8501,864,864,0.9768
8502,864,864,0.8507
8503,864,864,0.9621
8504,864,586,0.7438
8505,864,864,0.8754
8506,864,874,0.5247
8507,864,864,0.6054
8508,864,864,0.5875
8509,864,468,0.2404
8510,865,870,0.92
8511,865,865,0.8573
8512,865,850,0.9855
8513,865,865,0.4425
8514,865,917,0.3777
8515,865,865,0.9936
8516,865,865,0.407
8517,865,865,0.843
8518,865,788,0.991
8519,865,498,0.1825
8520,866,595,0.6844
8521,866,866,0.8371
8522,866,866,0.7253
8523,866,866,0.9451
8524,866,730,0.6782
8525,866,561,0.8477
8526,866,866,0.4935
8527,866,866,0.8574
8528,866,867,0.3625
8529,866,595,0.3932
8530,867,867,0.9983
8531,867,867,0.97
8532,867,867,0.8867
8533,867,867,0.9981
8534,867,654,0.4534
8535,867,867,0.87
8536,867,565,0.3989
8537,867,867,0.9656
8538,867,867,0.9972
8539,867,661,0.7704
8540,868,891,0.179
8541,868,778,0.4947
8542,868,559,0.9357
8543,868,588,0.3721
8544,868,868,0.3675
8545,868,868,0.9809
8546,868,415,0.1469
8547,868,778,0.2796
8548,868,849,0.838
8549,868,800,0.4669
8550,869,850,0.9553
8551,869,869,1.0
8552,869,869,0.9946
8553,869,869,0.3374
8554,869,474,0.4818
8555,869,652,0.2497
8556,869,869,0.6379
8557,869,878,0.3371
8558,869,869,0.8698
8559,869,869,0.9996
8560,87,87,0.9979
8561,87,195,0.7328
8562,87,87,0.9976
8563,87,87,0.902
8564,87,87,0.9905
8565,87,87,0.9998
8566,87,87,0.9999
8567,87,87,0.9999
8568,87,87,0.9227
8569,87,87,0.9996
8570,870,870,0.9993
8571,870,444,0.3513
8572,870,612,0.808
8573,870,870,0.6798
8574,870,870,0.6551
8575,870,870,0.9994
8576,870,870,0.4235
8577,870,870,0.9126
8578,870,870,0.9949
8579,870,870,0.6767
8580,871,871,0.5196
8581,871,871,0.9749
8582,871,871,0.5804
8583,871,871,0.9898
8584,871,871,0.8806
8585,871,484,0.3866
8586,871,536,0.6151
8587,871,484,0.8859
8588,871,484,0.5249
8589,871,871,0.4985
8590,872,872,0.9919
8591,872,872,0.9994
8592,872,759,0.9891
8593,872,895,0.1971
8594,872,872,0.9715
8595,872,872,0.7664
8596,872,872,0.9985
8597,872,456,0.1227
8598,872,872,0.6376
8599,872,872,0.5945
8600,873,873,0.846
8601,873,442,0.8395
8602,873,698,0.7793
8603,873,873,0.9666
8604,873,873,0.993
8605,873,497,0.2926
8606,873,873,0.9998
8607,873,442,0.8876
8608,873,873,0.5178
8609,873,873,0.9987
8610,874,874,0.9958
8611,874,874,0.9914
8612,874,654,0.4046
8613,874,829,0.5258
8614,874,874,0.9477
8615,874,705,0.8214
8616,874,874,0.9885
8617,874,874,0.9984
8618,874,874,0.9976
8619,874,874,0.5404
8620,875,875,0.9968
8621,875,875,0.981
8622,875,555,0.6197
8623,875,875,0.9319
8624,875,875,0.9848
8625,875,822,0.4391
8626,875,476,0.946
8627,875,875,0.9222
8628,875,486,0.8888
8629,875,875,0.7345
8630,876,896,0.3738
8631,876,435,0.5617
8632,876,435,0.352
8633,876,435,0.6811
8634,876,876,0.3633
8635,876,529,0.4353
8636,876,539,0.3088
8637,876,876,0.1928
8638,876,435,0.1709
8639,876,435,0.3674
8640,877,877,0.9991
8641,877,877,1.0
8642,877,877,0.9009
8643,877,877,1.0
8644,877,877,0.9908
8645,877,489,0.8339
8646,877,877,0.9861
8647,877,877,0.9988
8648,877,877,0.9982
8649,877,819,0.7341
8650,878,878,0.5941
8651,878,878,0.7565
8652,878,878,0.404
8653,878,878,0.7956
8654,878,878,0.5387
8655,878,878,0.9338
8656,878,810,0.7435
8657,878,878,0.5797
8658,878,878,0.5339
8659,878,878,0.8504
8660,879,879,1.0
8661,879,701,0.6621
8662,879,837,0.5523
8663,879,879,0.8258
8664,879,879,0.9997
8665,879,879,0.5968
8666,879,879,0.9235
8667,879,879,0.9056
8668,879,879,0.9984
8669,879,601,0.9909
8670,88,88,0.9296
8671,88,88,0.9944
8672,88,88,0.9977
8673,88,88,0.9994
8674,88,21,0.3879
8675,88,88,0.9995
8676,88,88,0.9986
8677,88,88,0.8829
8678,88,88,0.9995
8679,88,88,1.0
8680,880,880,0.9982
8681,880,880,0.9995
8682,880,880,0.9981
8683,880,880,0.9999
8684,880,702,0.3074
8685,880,880,0.9464
8686,880,573,0.9995
8687,880,819,0.4886
8688,880,880,0.9998
8689,880,671,0.6161
8690,881,579,0.093
8691,881,687,0.6581
8692,881,523,0.2888
8693,881,881,0.8346
8694,881,579,0.3969
8695,881,881,0.9989
8696,881,579,0.4929
8697,881,881,0.9039
8698,881,881,0.9928
8699,881,881,0.9045
8700,882,921,0.7245
8701,882,760,0.2456
8702,882,882,0.9849
8703,882,882,0.999
8704,882,784,0.4572
8705,882,907,0.4048
8706,882,737,0.1925
8707,882,882,0.3132
8708,882,882,0.9996
8709,882,621,0.7644
8710,883,883,0.9313
8711,883,0,0.0811
8712,883,883,0.9773
8713,883,883,0.9143
8714,883,788,0.4394
8715,883,855,0.1502
8716,883,883,0.9258
8717,883,710,0.3365
8718,883,898,0.9203
8719,883,532,0.5033
8720,884,698,0.9013
8721,884,406,0.4762
8722,884,884,0.6553
8723,884,884,0.4963
8724,884,497,0.7209
8725,884,884,0.9872
8726,884,884,0.8362
8727,884,884,0.2825
8728,884,884,0.618
8729,884,884,0.9984
8730,885,151,0.3423
8731,885,885,0.7375
8732,885,689,0.3385
8733,885,885,0.9422
8734,885,400,0.6128
8735,885,876,0.1879
8736,885,515,0.3111
8737,885,854,0.993
8738,885,591,0.9615
8739,885,502,0.9071
8740,886,886,0.7639
8741,886,886,0.9537
8742,886,865,0.7775
8743,886,886,0.8892
8744,886,886,0.9967
8745,886,886,0.9945
8746,886,886,0.8622
8747,886,886,0.9996
8748,886,886,0.999
8749,886,898,0.7703
8750,887,887,0.5692
8751,887,887,0.605
8752,887,443,0.3247
8753,887,614,0.795
8754,887,887,0.767
8755,887,887,0.9989
8756,887,887,0.4316
8757,887,887,0.9878
8758,887,887,0.899
8759,887,406,0.7415
8760,888,888,0.7521
8761,888,888,0.8909
8762,888,888,0.9996
8763,888,888,0.6839
8764,888,888,0.9999
8765,888,873,0.9543
8766,888,888,0.8821
8767,888,821,0.7915
8768,888,888,0.9421
8769,888,888,0.7335
8770,889,819,0.3933
8771,889,872,0.8661
8772,889,889,0.9968
8773,889,486,0.6136
8774,889,402,0.9131
8775,889,889,0.9996
8776,889,889,0.9871
8777,889,889,0.7287
8778,889,889,0.9967
8779,889,513,0.179
8780,89,89,0.9969
8781,89,89,1.0
8782,89,89,0.9945
8783,89,89,0.999
8784,89,89,0.9998
8785,89,89,0.9992
8786,89,89,0.8825
8787,89,101,0.1601
8788,89,89,0.9889
8789,89,89,0.6928
8790,890,752,0.6868
8791,890,890,0.2822
8792,890,890,0.9997
8793,890,890,0.7907
8794,890,890,0.5593
8795,890,890,0.9978
8796,890,890,0.9352
8797,890,890,0.9666
8798,890,795,0.3745
8799,890,890,0.5744
8800,891,891,0.7233
8801,891,891,0.9458
8802,891,891,0.8774
